customer_id,signup_date,age,gender,city,region,segment
C00111,2025-08-17,59,F,Colchester,East,Consumer
C00112,2024-11-30,31,Other,southampton,South,Consumer
C00113,2024-03-24,31,F,York,North,Home Office
C00114,2023-08-27,32,M,Bristol,West,Home Office
C00115,2022-08-04,32,M,Cambridge,East,Small Business
C00116,2023-05-03,40,F,southampton,South,Consumer
C00117,14/02/2022,30,F,Leicester,Central,Home Office
C00118,16/12/2025,44,M,Bristol,West,Home Office
C00119,29/03/2023,,M,Derby,Central,Small Business
C00120,2025-05-30,44,M,cambridge,East,Consumer
C00121,31/12/2022,27,M,COLCHESTER,East,Consumer
C00122,2023-07-01,32,M,Birmingham,Central,Consumer
C00123,2024-01-11,33,M,Leicester,Central,Consumer
C00124,2023-08-31,53,M,COVENTRY,Central,Small Business
C00125,2025-05-10,48,M,PLYMOUTH,West,Home Office
C00126,13/11/2025,39,M,CAMBRIDGE,East,Small Business
C00127,09/08/2025,32,F,sheffield,North,Consumer
C00128,2022-12-06,51,M,Reading,South,Corporate
C00129,14/04/2025,64,F,  Derby ,Central,Small Business
C00130,2022-11-26,41,,  Reading ,South,Home Office
C00131,22/09/2025,20,M,Bristol,West,Consumer
C00132,2024-05-24,32,F,Birmingham,Central,Small Business
C00133,2023-09-17,48,M,  Derby ,Central,Home Office
C00134,2022-12-12,35,F,DERBY,Central,Small Business
C00135,2022-02-16,30,F,Norwich,East,Consumer
C00136,08/05/2023,29,F,Ipswich,East,Small Business
C00137,2025-09-23,42,F,Coventry,Central,Consumer
C00138,2025-05-08,21,F,York,North,Small Business
C00139,2025-11-26,41,M,NEWCASTLE,North,Small Business
C00140,2022-09-02,42,F,Leicester,Central,Small Business
C00141,2024-08-28,35,M,Plymouth,West,Consumer
C00142,22/05/2023,27,F,Peterborough,East,Home Office
C00143,26/06/2024,54,F,newcastle,North,Small Business
C00144,2023-08-25,24,F,Cambridge,East,Consumer
C00145,2023-07-01,43,F,nottingham,Central,Home Office
C00146,2024-08-05,50,M,PETERBOROUGH,East,Corporate
C00147,25/01/2023,43,M,portsmouth,South,Home Office
C00148,2024-03-20,57,F,Ipswich,East,Consumer
C00149,10/11/2024,26,F,Leicester,Central,Small Business
C00150,22/10/2022,31,F,derby,Central,Consumer
C00151,2025-10-12,35,M,OXFORD,South,Small Business
C00152,08/05/2024,84,F,Cambridge,East,Consumer
C00153,2025-06-04,48,F,READING,South,Home Office
C00154,2024-11-14,50,M,CAMBRIDGE,East,Consumer
C00155,2025-01-23,49,M,NEWCASTLE,North,Consumer
C00156,30/01/2025,,F,peterborough,East,Consumer
C00157,09/08/2025,55,M,  Ipswich ,East,Consumer
C00158,2024-09-24,18,M,portsmouth,South,Corporate
C00159,2023-06-23,45,F,Southampton,South,Corporate
C00160,30/08/2022,47,M,Leeds,North,Consumer
C00161,2024-09-15,54,F,leeds,North,Home Office
C00162,2022-06-26,26,F,Cardiff,West,Consumer
C00163,28/04/2023,27,F,york,North,Home Office
C00164,2022-06-14,28,M,manchester,North,Small Business
C00165,2024-07-03,,F,Derby,Central,Corporate
C00166,2022-12-17,48,M,Oxford,South,Home Office
C00167,2024-09-20,29,F,coventry,Central,Consumer
C00168,01/05/2025,66,M,colchester,East,Small Business
C00169,2025-06-07,45,M,Cardiff,West,Small Business
C00170,09/08/2023,43,F,Ipswich,East,Consumer
C00171,2024-07-04,38,M,Manchester,North,Home Office
C00172,2024-07-22,53,M,bristol,West,Consumer
C00173,2024-03-25,,M,Exeter,West,Consumer
C00174,2024-11-16,66,M,Southampton,South,Consumer
C00175,2023-03-09,25,M,Exeter,West,Corporate
C00176,2025-12-07,21,M,cambridge,East,Consumer
C00177,28/08/2022,31,Other,  Nottingham ,Central,Consumer
C00178,2025-06-16,48,M,Bristol,West,Corporate
C00179,31/08/2024,35,F,Sheffield,North,Home Office
C00180,03/05/2023,58,M,BIRMINGHAM,Central,Consumer
C00181,2025-03-07,36,F,Leicester,Central,Consumer
C00182,2022-08-01,55,F,Bristol,West,Consumer
C00183,11/04/2025,30,M,Manchester,North,Consumer
C00184,2024-08-25,56,F,EXETER,West,Consumer
C00185,2022-09-20,59,M,  Bristol ,West,Consumer
C00186,2022-07-23,34,F,Southampton,South,Home Office
C00187,14/03/2025,47,M,Nottingham,Central,Consumer
C00188,2023-07-15,44,F,norwich,East,Small Business
C00189,25/08/2025,48,F,Exeter,West,Consumer
C00190,27/03/2025,58,M,Bristol,West,Consumer
C00191,08/01/2025,54,M,southampton,South,Consumer
C00192,24/06/2023,48,M,  Derby ,Central,Corporate
C00193,2025-01-21,50,M,Colchester,East,Corporate
C00194,2025-11-02,24,M,Peterborough,East,Consumer
C00195,2022-08-15,40,F,Southampton,South,Home Office
C00196,2023-09-02,27,F,YORK,North,Small Business
C00197,2023-04-17,41,F,Bristol,West,Home Office
C00198,2023-12-07,56,F,Portsmouth,South,Home Office
C00199,03/03/2025,41,M,Coventry,Central,Home Office
C00200,27/03/2024,18,F,nottingham,Central,Home Office
C00201,01/08/2024,27,F,Cardiff,West,Consumer
C00202,2023-08-16,49,F,Oxford,South,Corporate
C00203,2022-11-14,34,M,BRISTOL,West,Consumer
C00204,06/06/2023,51,Other,SHEFFIELD,North,Home Office
C00205,2025-07-22,,M,Cardiff,West,Consumer
C00206,10/09/2024,46,F,colchester,East,Small Business
C00207,2023-11-16,47,F,leicester,Central,Corporate
C00208,2025-04-30,51,F,Reading,South,Home Office
C00209,22/06/2022,32,F,Reading,South,Small Business
C00210,2023-05-17,51,M,Coventry,Central,Small Business
C00211,2023-04-10,61,M,Colchester,East,Small Business
C00212,2025-12-14,18,F,plymouth,West,Consumer
C00213,2025-01-18,42,F,Nottingham,Central,Consumer
C00214,2024-09-30,18,F,Peterborough,East,Consumer
C00215,2022-01-24,30,M,  Cambridge ,East,Small Business
C00216,26/01/2023,31,Other,ipswich,East,Corporate
C00217,2024-10-22,40,F,  Cardiff ,West,Consumer
C00218,18/11/2023,46,M,  Birmingham ,Central,Consumer
C00219,2025-10-05,53,F,oxford,South,Small Business
C00220,30/03/2025,44,M,,West,Corporate
C00221,2024-02-20,50,F,Portsmouth,South,Home Office
C00222,12/03/2025,27,F,ipswich,East,Consumer
C00223,2025-12-03,55,M,Cardiff,West,Home Office
C00224,2024-03-09,18,F,Coventry,Central,Corporate
C00225,2024-10-31,61,F,  Brighton ,South,Small Business
C00226,2025-09-29,59,F,Brighton,South,Home Office
C00227,09/05/2023,51,F,Brighton,South,Consumer
C00228,22/08/2025,70,M,Leeds,North,Consumer
C00229,2022-08-27,18,F,reading,South,Consumer
C00230,07/11/2024,51,M,Leicester,Central,Consumer
C00231,21/04/2025,43,M,southampton,South,Small Business
C00232,26/09/2024,44,F,PORTSMOUTH,South,Corporate
C00233,24/04/2024,26,F,  Bristol ,West,Home Office
C00234,2024-09-29,46,M,Newcastle,North,Small Business
C00235,2022-12-02,46,M,READING,South,Home Office
C00236,2023-03-18,32,M,Derby,Central,Consumer
C00237,11/06/2023,40,M,newcastle,North,Consumer
C00238,04/09/2024,24,M,Southampton,South,Consumer
C00239,2024-02-12,36,M,  Cambridge ,East,Consumer
C00240,2023-05-03,53,M,  Sheffield ,North,Small Business
C00241,2025-08-18,54,M,Brighton,South,Corporate
C00242,2023-11-10,51,M,newcastle,North,Small Business
C00243,2024-02-18,53,M,Reading,South,Consumer
C00244,2023-12-30,54,F,derby,Central,Corporate
C00245,22/01/2023,33,M,OXFORD,South,Consumer
C00246,2025-02-18,45,F,oxford,South,Home Office
C00247,2024-02-21,55,M,Southampton,South,Consumer
C00248,01/03/2022,23,F,Nottingham,Central,Consumer
C00249,2025-11-20,23,F,newcastle,North,Consumer
C00250,2025-05-31,22,F,Birmingham,Central,Consumer
C00251,2025-02-08,18,M,BRIGHTON,South,Corporate
C00252,2025-08-02,27,M,DERBY,Central,Consumer
C00253,2025-09-15,34,F,  Reading ,South,Consumer
C00254,2023-09-19,61,F,  Newcastle ,North,Consumer
C00255,2024-09-21,35,M,Norwich,East,Home Office
C00256,2024-09-18,21,F,Leeds,North,Small Business
C00257,2023-06-07,43,M,cardiff,West,Consumer
C00258,2023-03-28,39,F,bristol,West,Consumer
C00259,2022-09-26,31,M,Bristol,West,Home Office
C00260,21/11/2024,33,F,Leeds,North,Small Business
C00261,2025-04-19,55,Other,  Bath ,West,Consumer
C00262,2025-03-26,23,M,Southampton,South,Home Office
C00263,19/08/2023,19,Other,DERBY,Central,Consumer
C00264,2023-03-02,47,F,exeter,West,Consumer
C00265,2024-02-28,33,M,  Ipswich ,East,Small Business
C00266,2024-07-01,61,F,cardiff,West,Home Office
C00267,29/09/2025,39,M,Ipswich,East,Consumer
C00268,08/08/2025,40,F,Peterborough,East,Small Business
C00269,2025-09-25,51,F,Sheffield,North,Consumer
C00270,2025-07-10,19,M,PLYMOUTH,West,Consumer
C00271,21/11/2025,45,F,  Portsmouth ,South,Consumer
C00272,2024-03-15,36,M,sheffield,North,Consumer
C00273,2022-05-17,54,M,Bristol,West,Corporate
C00274,2022-07-31,33,M,sheffield,North,Home Office
C00275,03/12/2023,43,M,Plymouth,West,Consumer
C00276,2023-05-23,36,F,York,North,Consumer
C00277,2023-01-02,46,F,Reading,South,Small Business
C00278,07/11/2025,38,M,Cardiff,West,Consumer
C00279,2023-02-14,44,F,York,North,Corporate
C00280,15/11/2025,64,Other,Exeter,West,Corporate
C00281,26/03/2025,37,F,PETERBOROUGH,East,Consumer
C00282,2024-10-29,46,F,plymouth,West,Consumer
C00283,2024-12-12,71,F,Manchester,North,Home Office
C00284,2023-09-10,46,,bath,West,Small Business
C00285,2024-11-05,130,M,  Norwich ,East,Home Office
C00286,30/01/2023,32,M,Oxford,South,Small Business
C00287,21/10/2025,25,M,Southampton,South,Consumer
C00288,2023-07-28,53,M,PORTSMOUTH,South,Small Business
C00289,19/05/2023,40,F,  Norwich ,East,Consumer
C00290,24/01/2025,55,F,Manchester,North,Home Office
C00291,2024-11-17,49,M,BRIGHTON,South,Home Office
C00292,2024-02-25,49,M,bristol,West,Consumer
C00293,2024-10-18,25,F,Norwich,East,Consumer
C00294,16/12/2022,48,M,  Leeds ,North,Consumer
C00295,2024-12-08,59,F,Portsmouth,South,Small Business
C00296,2023-06-12,22,M,Brighton,South,Small Business
C00297,2023-06-15,37,M,bristol,West,Consumer
C00298,2022-12-20,46,F,Birmingham,Central,Corporate
C00299,2023-09-11,42,M,ipswich,East,Corporate
C00300,10/09/2023,60,M,  Plymouth ,West,Small Business
C00301,2024-02-29,50,F,Sheffield,North,Home Office
C00302,2023-02-05,46,F,derby,Central,Small Business
C00303,2023-02-10,52,M,Reading,South,Consumer
C00304,2024-06-24,51,F,Southampton,South,Consumer
C00305,23/10/2022,42,,newcastle,North,Consumer
C00306,2024-12-28,36,F,Leeds,North,Consumer
C00307,2025-10-28,54,F,,West,Consumer
C00308,2024-01-22,31,M,Portsmouth,South,Corporate
C00309,2025-09-08,40,M,  Oxford ,South,Consumer
C00310,2022-08-28,26,M,Newcastle,North,Consumer
C00311,2022-05-06,51,F,Nottingham,Central,Home Office
C00312,2025-02-06,57,M,exeter,West,Corporate
C00313,2025-03-26,29,F,coventry,Central,Home Office
C00314,2025-07-02,39,F,  Bristol ,West,Corporate
C00315,2022-06-06,35,M,Coventry,Central,Consumer
C00316,2025-04-14,55,F,Norwich,East,Small Business
C00317,2023-11-14,59,F,York,North,Consumer
C00318,2023-07-31,35,M,Southampton,South,Corporate
C00319,2023-01-08,18,F,,South,Consumer
C00320,2025-12-26,56,M,BATH,West,Home Office
C00321,2022-06-20,42,M,Newcastle,North,Consumer
C00322,13/06/2025,,F,manchester,North,Home Office
C00323,27/10/2024,54,M,EXETER,West,Consumer
C00324,2025-02-22,36,F,York,North,Corporate
C00325,2025-01-25,33,M,LEEDS,North,Consumer
C00326,2025-07-20,36,F,  York ,North,Home Office
C00327,2023-01-26,47,M,Bath,West,Consumer
C00328,2022-01-07,52,M,York,North,Consumer
C00329,05/09/2024,62,F,leeds,North,Consumer
C00330,2023-10-12,46,F,Manchester,North,Small Business
C00331,2022-10-14,39,M,Plymouth,West,Consumer
C00332,29/01/2023,53,M,manchester,North,Consumer
C00333,10/09/2023,28,F,manchester,North,Small Business
C00334,2022-07-04,59,M,Leicester,Central,Small Business
C00335,06/06/2022,44,F,Nottingham,Central,Consumer
C00336,2025-09-25,38,M,Manchester,North,Small Business
C00337,2023-08-13,28,M,Portsmouth,South,Consumer
C00338,2025-12-11,49,M,Leeds,North,Corporate
C00339,2025-11-20,37,M,Bath,West,Small Business
C00340,2022-11-17,40,F,  Brighton ,South,Consumer
C00341,2025-01-29,19,F,Derby,Central,Consumer
C00342,08/09/2024,35,F,bath,West,Home Office
C00343,30/12/2024,34,M,Norwich,East,Home Office
C00344,2022-08-24,46,F,leeds,North,Small Business
C00345,2023-02-02,38,F,Derby,Central,Consumer
C00346,17/07/2022,18,F,Exeter,West,Consumer
C00347,2024-09-12,36,F,plymouth,West,Consumer
C00348,2025-12-16,22,M,newcastle,North,Corporate
C00349,2024-12-07,27,M,Exeter,West,Consumer
C00350,24/01/2025,54,F,Bath,West,Home Office
C00351,2025-12-13,19,F,Coventry,Central,Consumer
C00352,2024-12-14,45,F,colchester,East,Home Office
C00353,30/04/2022,34,M,peterborough,East,Consumer
C00354,2025-07-30,32,M,SOUTHAMPTON,South,Small Business
C00355,2023-10-28,28,F,Exeter,West,Consumer
C00356,22/01/2022,45,F,derby,Central,Consumer
C00357,2024-05-10,47,M,Cambridge,East,Consumer
C00358,2025-10-20,19,M,  Manchester ,North,Small Business
C00359,2023-05-22,56,M,Leeds,North,Corporate
C00360,19/04/2024,26,F,Cambridge,East,Small Business
C00361,09/01/2023,46,M,exeter,West,Consumer
C00362,2022-06-08,26,M,Leeds,North,Home Office
C00363,25/07/2022,35,F,southampton,South,Consumer
C00364,2025-02-13,24,F,Coventry,Central,Consumer
C00365,2025-07-27,34,F,colchester,East,Corporate
C00366,2022-11-18,38,M,,North,Home Office
C00367,2023-07-08,26,F,Southampton,South,Consumer
C00368,13/02/2023,45,F,Southampton,South,Small Business
C00369,2022-03-29,47,M,newcastle,North,Consumer
C00370,2024-07-09,76,M,Cardiff,West,Home Office
C00371,2025-01-10,53,F,Peterborough,East,Consumer
C00372,2024-11-07,56,F,Bath,West,Small Business
C00373,30/11/2023,18,F,peterborough,East,Small Business
C00374,2024-07-11,18,F,Newcastle,North,Consumer
C00375,2022-08-20,37,F,LEEDS,North,Home Office
C00376,2022-12-07,64,M,newcastle,North,Home Office
C00377,14/10/2025,73,Other,  York ,North,Small Business
C00378,2025-03-26,32,M,Exeter,West,Consumer
C00379,2025-10-03,33,F,Leeds,North,Small Business
C00380,2025-09-26,48,F,Bristol,West,Consumer
C00381,2024-11-09,38,M,Manchester,North,Home Office
C00382,2025-10-10,,F,Manchester,North,Consumer
C00383,09/01/2024,49,M,  Sheffield ,North,Consumer
C00384,2022-01-19,76,M,Norwich,East,Home Office
C00385,2022-06-18,58,Other,Exeter,West,Consumer
C00386,18/09/2022,65,M,  Bristol ,West,Consumer
C00387,22/08/2022,18,F,Newcastle,North,Home Office
C00388,09/10/2023,55,F,ipswich,East,Home Office
C00389,2025-01-12,29,M,Bristol,West,Consumer
C00390,2025-05-01,63,M,Oxford,South,Small Business
C00391,2024-08-26,59,M,Sheffield,North,Home Office
C00392,2022-11-23,49,F,leeds,North,Home Office
C00393,2025-03-10,31,M,york,North,Home Office
C00394,2023-10-14,35,F,birmingham,Central,Consumer
C00395,2022-02-19,36,F,Brighton,South,Consumer
C00396,2023-06-27,51,M,ipswich,East,Corporate
C00397,09/09/2023,46,F,Bristol,West,Consumer
C00398,2023-06-17,59,F,Reading,South,Consumer
C00399,26/05/2025,62,M,  Plymouth ,West,Small Business
C00400,2025-03-25,30,F,Sheffield,North,Consumer
C00401,2025-01-05,47,M,peterborough,East,Small Business
C00402,10/11/2022,47,F,Leeds,North,Corporate
C00403,21/05/2025,40,M,reading,South,Consumer
C00404,2024-12-13,53,F,oxford,South,Corporate
C00405,2023-02-13,47,,EXETER,West,Consumer
C00406,2024-11-07,34,F,Plymouth,West,Corporate
C00407,2024-04-08,39,M,Bath,West,Consumer
C00408,2024-02-09,36,M,leeds,North,Corporate
C00409,2022-09-23,32,F,Birmingham,Central,Home Office
C00410,2024-05-24,40,M,sheffield,North,Small Business
C00411,2022-08-31,24,F,exeter,West,Home Office
C00412,24/12/2022,47,F,Bath,West,Small Business
C00413,2022-10-30,59,F,Colchester,East,Small Business
C00414,2025-11-08,42,M,BRIGHTON,South,Small Business
C00415,2023-07-03,53,M,Plymouth,West,Corporate
C00416,2023-10-14,43,M,  Cardiff ,West,Consumer
C00417,27/08/2023,28,F,Newcastle,North,Corporate
C00418,05/09/2025,67,F,Plymouth,West,Small Business
C00419,2024-07-22,18,M,Newcastle,North,Corporate
C00420,2025-09-29,41,M,IPSWICH,East,Home Office
C00421,2023-07-26,31,F,BRISTOL,West,Consumer
C00422,2022-09-28,62,F,bristol,West,Corporate
C00423,2024-07-13,44,Other,Ipswich,East,Consumer
C00424,30/09/2023,74,F,York,North,Consumer
C00425,2025-05-14,41,F,Norwich,East,Consumer
C00426,14/08/2025,31,F,southampton,South,Consumer
C00427,2024-03-25,19,F,Norwich,East,Consumer
C00428,28/11/2025,55,,NORWICH,East,Home Office
C00429,2024-07-09,30,F,PLYMOUTH,West,Consumer
C00430,2023-06-12,36,F,Reading,South,Home Office
C00431,2024-04-16,57,F,York,North,Consumer
C00432,23/04/2022,55,F,cambridge,East,Consumer
C00433,2025-05-17,33,F,york,North,Consumer
C00434,03/09/2022,35,M,Newcastle,North,Home Office
C00435,2023-08-08,18,F,Portsmouth,South,Corporate
C00436,25/07/2024,18,F,Cambridge,East,Consumer
C00437,2022-05-06,51,M,READING,South,Small Business
C00438,22/07/2022,52,M,  Cambridge ,East,Consumer
C00439,2025-01-06,46,M,Derby,Central,Consumer
C00440,2022-07-07,43,F,PETERBOROUGH,East,Small Business
C00441,2024-03-31,32,M,brighton,South,Home Office
C00442,2023-09-20,60,M,manchester,North,Home Office
C00443,2023-04-07,18,F,sheffield,North,Home Office
C00444,2023-02-03,35,F,Peterborough,East,Consumer
C00445,2025-03-29,43,F,exeter,West,Consumer
C00446,2025-11-06,41,F,York,North,Consumer
C00447,2022-11-12,41,F,sheffield,North,Consumer
C00448,2025-11-15,34,F,Southampton,South,Home Office
C00449,01/09/2024,48,M,brighton,South,Consumer
C00450,2024-10-30,25,M,Birmingham,Central,Small Business
C00451,2025-01-23,39,F,NEWCASTLE,North,Consumer
C00452,2025-01-15,47,F,Sheffield,North,Home Office
C00453,04/06/2025,37,M,portsmouth,South,Corporate
C00454,08/04/2024,41,F,York,North,Consumer
C00455,2024-06-13,44,M,york,North,Consumer
C00456,2023-08-30,18,Other,oxford,South,Consumer
C00457,2022-09-10,19,M,oxford,South,Corporate
C00458,2024-11-28,43,F,Leeds,North,Home Office
C00459,15/04/2022,33,M,  Peterborough ,East,Home Office
C00460,2023-06-19,34,F,  Cambridge ,East,Small Business
C00461,2022-08-20,48,F,Newcastle,North,Small Business
C00462,2023-02-06,28,M,Bristol,West,Home Office
C00463,2024-10-26,18,F,Brighton,South,Small Business
C00464,2024-10-13,63,F,nottingham,Central,Home Office
C00465,15/01/2024,57,M,Leicester,Central,Home Office
C00466,13/08/2022,57,F,reading,South,Small Business
C00467,01/02/2024,26,F,Newcastle,North,Home Office
C00468,2023-10-11,40,M,exeter,West,Consumer
C00469,2025-02-05,25,F,PORTSMOUTH,South,Consumer
C00470,2024-08-11,40,M,  Sheffield ,North,Consumer
C00471,2024-04-19,36,Other,NORWICH,East,Home Office
C00472,2024-04-13,27,M,Norwich,East,Corporate
C00473,2025-11-22,48,F,Bath,West,Consumer
C00474,2025-03-20,38,M,exeter,West,Home Office
C00475,2024-04-26,63,F,Birmingham,Central,Small Business
C00476,2024-04-03,42,F,Bristol,West,Small Business
C00477,28/03/2022,18,F,Cardiff,West,Consumer
C00478,2025-10-26,18,M,Norwich,East,Consumer
C00479,23/08/2023,68,F,  Birmingham ,Central,Small Business
C00480,20/05/2023,36,M,Coventry,Central,Corporate
C00481,2025-12-30,44,M,Cardiff,West,Consumer
C00482,02/02/2025,41,F,Plymouth,West,Consumer
C00483,2022-05-16,59,M,Colchester,East,Home Office
C00484,17/06/2022,18,F,SOUTHAMPTON,South,Home Office
C00485,2022-03-25,58,F,Coventry,Central,Consumer
C00486,07/09/2024,57,F,York,North,Consumer
C00487,2022-07-07,,M,  Manchester ,North,Consumer
C00488,2025-10-16,46,F,southampton,South,Consumer
C00489,2025-10-20,36,M,colchester,East,Consumer
C00490,2024-06-30,19,F,Cambridge,East,Small Business
C00491,2024-09-28,49,M,Sheffield,North,Consumer
C00492,2023-07-14,44,F,YORK,North,Home Office
C00493,2022-06-21,44,F,Leeds,North,Consumer
C00494,2025-02-25,47,F,oxford,South,Corporate
C00495,2022-09-04,33,F,YORK,North,Home Office
C00496,2022-08-04,60,F,Plymouth,West,Consumer
C00497,2023-08-11,41,M,reading,South,Consumer
C00498,18/02/2022,48,F,portsmouth,South,Consumer
C00499,2024-02-01,37,F,Southampton,South,Consumer
C00500,20/01/2025,55,F,Norwich,East,Corporate
C00501,2025-05-13,42,M,bath,West,Consumer
C00502,2024-09-13,40,F,manchester,North,Consumer
C00503,2025-07-06,57,F,reading,South,Consumer
C00504,25/12/2023,19,F,bristol,West,Home Office
C00505,2025-07-09,37,M,manchester,North,Consumer
C00506,09/05/2024,33,F,Plymouth,West,Corporate
C00507,2023-03-30,46,F,COVENTRY,Central,Consumer
C00508,28/10/2025,45,M,Cambridge,East,Home Office
