customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,avg_monthly_usage_gb,has_streaming,is_senior,num_dependents,region,last_login_days,churn_risk_score_v0,account_flagged_for_review,churn
CUST-000029,7,78.31,493.42,Month-to-month,Bank transfer (automatic),Fiber optic,1,187.0,1,0,0.0,West,4.0,59.19,0,1
CUST-000030,1,73.01,80.04,Month-to-month,Electronic check,Fiber optic,0,272.7,0,0,0.0,East,6.0,25.78,0,0
CUST-000031,16,81.09,1262.88,Month-to-month,Mailed check,Fiber optic,1,457.4,0,1,1.0,North,13.0,20.86,0,1
CUST-000032,17,65.37,1049.4,Month-to-month,Electronic check,DSL,1,187.0,1,0,2.0,South,16.0,38.97,0,0
CUST-000033,26,73.26,1735.85,Month-to-month,Credit card (automatic),DSL,0,190.3,1,0,2.0,North,5.0,78.0,1,0
CUST-000034,8,46.1,394.1,Two year,Bank transfer (automatic),DSL,0,122.4,0,0,,East,6.0,23.08,0,0
CUST-000035,14,61.48,858.91,One year,Bank transfer (automatic),DSL,0,296.3,1,0,1.0,North,28.0,64.69,0,0
CUST-000036,10,58.58,605.77,Month-to-month,Electronic check,DSL,0,400.5,1,0,1.0,South,20.0,79.9,0,0
CUST-000037,13,71.0,974.81,Month-to-month,Electronic check,Fiber optic,0,571.9,0,0,1.0,South,0.0,11.08,1,0
CUST-000038,62,80.6,4896.13,Two year,Credit card (automatic),Fiber optic,0,729.9,1,0,1.0,North,19.0,31.3,0,0
CUST-000039,66,73.91,4699.89,Two year,Electronic check,Fiber optic,3,341.4,0,0,0.0,South,12.0,84.51,0,0
CUST-000040,33,69.42,2461.33,Month-to-month,Mailed check,Fiber optic,0,377.7,0,1,1.0,West,11.0,33.22,1,1
CUST-000041,47,72.27,3336.03,One year,Mailed check,Fiber optic,2,511.3,0,0,0.0,North,24.0,11.78,0,0
CUST-000042,33,68.73,2062.8,One year,Mailed check,DSL,1,264.4,1,1,2.0,West,0.0,15.26,0,0
CUST-000043,10,84.8,808.38,Month-to-month,Electronic check,Fiber optic,1,466.5,1,0,1.0,South,0.0,41.23,0,1
CUST-000044,9,86.98,703.7,One year,Bank transfer (automatic),Fiber optic,2,372.3,1,0,0.0,North,7.0,63.79,0,0
CUST-000045,17,65.63,1096.91,Two year,Electronic check,Fiber optic,0,771.3,0,0,0.0,East,13.0,20.89,0,0
CUST-000046,57,87.44,5191.04,One year,Mailed check,,2,741.7,1,0,3.0,North,16.0,93.45,0,0
CUST-000047,5,78.43,422.03,Month-to-month,Bank transfer (automatic),Fiber optic,1,536.2,1,1,0.0,South,10.0,51.95,0,1
CUST-000048,8,15.0,163.23,Two year,Credit card (automatic),No internet service,0,9.5,0,0,1.0,South,24.0,72.25,0,0
CUST-000049,48,49.24,2206.53,Month-to-month,Electronic check,DSL,1,247.6,1,0,1.0,North,0.0,33.7,0,0
CUST-000050,12,31.86,402.81,Month-to-month,Mailed check,No internet service,0,9.8,0,0,0.0,South,33.0,83.54,0,1
CUST-000051,11,58.21,621.6,Month-to-month,Electronic check,Fiber optic,0,148.5,0,0,0.0,South,22.0,29.34,1,1
CUST-000052,47,79.6,3666.67,One year,Credit card (automatic),Fiber optic,1,229.2,0,0,0.0,South,33.0,11.38,0,1
CUST-000053,59,53.95,3254.79,Two year,Bank transfer (automatic),DSL,1,123.7,1,0,1.0,West,12.0,22.31,0,0
CUST-000054,54,89.42,4609.21,Two year,Credit card (automatic),Fiber optic,0,561.0,1,0,2.0,South,4.0,0.83,0,0
CUST-000055,35,84.37,2980.46,Month-to-month,Electronic check,Fiber optic,0,377.9,1,0,2.0,East,0.0,98.43,0,0
CUST-000056,49,78.03,3547.03,Month-to-month,Credit card (automatic),Fiber optic,2,547.2,1,0,1.0,North,17.0,64.14,0,0
CUST-000057,4,63.9,257.82,Two year,Credit card (automatic),DSL,1,189.5,1,0,0.0,North,4.0,28.63,0,0
CUST-000058,55,43.57,2068.37,One year,Credit card (automatic),DSL,0,167.5,0,0,0.0,North,1.0,99.74,0,0
CUST-000059,11,79.35,870.49,Month-to-month,Electronic check,Fiber optic,0,284.6,1,0,1.0,West,18.0,83.29,0,0
CUST-000060,2,77.45,181.45,Month-to-month,Electronic check,Fiber optic,1,290.6,0,0,0.0,North,10.0,9.81,0,1
CUST-000061,3,72.87,219.96,One year,Bank transfer (automatic),Fiber optic,1,422.4,0,0,0.0,South,6.0,93.54,0,1
CUST-000062,3,84.73,217.83,One year,Bank transfer (automatic),Fiber optic,0,509.5,1,0,1.0,East,14.0,78.15,0,0
CUST-000063,66,15.0,1045.79,Two year,Credit card (automatic),No internet service,0,8.1,0,0,2.0,North,26.0,38.81,0,0
CUST-000064,3,30.28,44.05,One year,Mailed check,No internet service,1,9.2,0,0,1.0,East,54.0,17.92,0,0
CUST-000065,41,75.23,3022.18,One year,Credit card (automatic),Fiber optic,0,518.2,0,0,0.0,West,1.0,97.65,0,0
CUST-000066,58,34.94,2161.89,Two year,Electronic check,No internet service,0,19.3,0,0,1.0,East,30.0,62.25,0,0
CUST-000067,39,74.97,2497.15,One year,Bank transfer (automatic),Fiber optic,2,295.2,0,1,2.0,West,5.0,43.08,0,1
CUST-000068,9,78.51,814.16,One year,Bank transfer (automatic),Fiber optic,0,235.8,1,0,0.0,West,,57.92,0,1
CUST-000069,13,69.79,787.25,One year,Mailed check,DSL,0,159.1,1,0,2.0,West,8.0,46.58,0,0
CUST-000070,57,58.47,3132.8,Two year,Mailed check,DSL,0,180.5,1,1,0.0,East,24.0,38.15,0,0
CUST-000071,18,61.45,1027.47,One year,Credit card (automatic),DSL,0,167.7,1,0,1.0,South,5.0,52.17,0,0
CUST-000072,6,28.81,177.16,Month-to-month,Electronic check,No internet service,0,9.2,0,0,1.0,South,24.0,61.59,0,1
CUST-000073,7,22.33,139.17,One year,Credit card (automatic),No internet service,1,11.8,0,0,1.0,South,31.0,1.54,0,0
CUST-000074,6,71.98,437.87,Month-to-month,Electronic check,Fiber optic,1,400.5,0,0,0.0,South,12.0,45.14,0,0
CUST-000075,19,79.11,1579.11,Two year,Electronic check,Fiber optic,2,677.8,0,1,2.0,North,17.0,82.36,0,0
CUST-000076,45,51.46,2061.86,Two year,Credit card (automatic),DSL,0,221.6,1,1,0.0,South,14.0,30.82,0,0
CUST-000077,1,82.97,,Month-to-month,Bank transfer (automatic),Fiber optic,4,836.4,1,0,3.0,West,7.0,70.14,0,1
CUST-000078,6,65.65,383.38,Two year,Mailed check,Fiber optic,2,416.1,0,0,0.0,West,23.0,76.33,0,0
CUST-000079,9,15.8,106.73,Two year,Bank transfer (automatic),No internet service,0,13.9,0,0,1.0,East,,90.59,0,1
CUST-000080,10,89.9,919.57,Month-to-month,Electronic check,Fiber optic,1,250.7,1,1,2.0,North,61.0,93.96,0,1
CUST-000081,6,67.37,407.86,One year,Credit card (automatic),Fiber optic,3,215.3,0,0,0.0,East,21.0,34.55,0,1
CUST-000082,62,58.62,3430.41,Two year,Electronic check,DSL,0,,1,1,0.0,West,20.0,93.41,0,0
CUST-000083,15,30.91,474.12,One year,Credit card (automatic),No internet service,0,20.7,0,0,1.0,North,33.0,34.57,0,1
CUST-000084,16,54.19,895.77,One year,Electronic check,DSL,0,,1,0,0.0,North,3.0,73.82,0,0
CUST-000085,23,21.77,457.76,Month-to-month,Mailed check,No internet service,0,12.4,0,0,1.0,North,,16.38,0,1
CUST-000086,12,26.49,288.7,One year,Electronic check,No internet service,0,17.7,0,0,1.0,North,55.0,35.98,0,0
CUST-000087,48,51.8,2290.9,Month-to-month,Credit card (automatic),DSL,0,230.3,1,0,0.0,East,17.0,50.81,1,0
CUST-000088,27,75.41,2122.23,Month-to-month,Electronic check,Fiber optic,1,672.0,0,0,0.0,West,9.0,35.3,0,1
CUST-000089,18,70.17,1236.38,Two year,Mailed check,DSL,0,328.5,1,0,2.0,South,14.0,18.0,0,1
CUST-000090,2,71.42,,Two year,Credit card (automatic),DSL,0,120.3,1,0,1.0,South,17.0,4.24,0,0
CUST-000091,58,49.7,2718.61,Two year,Bank transfer (automatic),DSL,0,307.2,0,1,1.0,South,,94.41,0,0
CUST-000092,5,15.0,133.33,One year,Credit card (automatic),No internet service,1,12.6,0,0,0.0,South,41.0,25.21,0,0
CUST-000093,60,44.32,2838.95,One year,Credit card (automatic),DSL,1,140.6,0,1,0.0,West,4.0,72.54,1,0
CUST-000094,16,68.57,1056.03,Two year,Credit card (automatic),DSL,0,253.1,1,0,1.0,North,7.0,83.78,0,0
CUST-000095,72,63.92,4870.42,One year,Credit card (automatic),DSL,0,251.0,0,0,0.0,South,9.0,59.58,0,0
CUST-000096,50,82.38,4345.27,One year,Bank transfer (automatic),Fiber optic,1,330.6,1,0,0.0,North,,75.01,0,0
CUST-000097,68,39.59,2468.96,One year,Mailed check,DSL,0,160.4,0,0,1.0,South,28.0,5.81,0,0
CUST-000098,7,58.57,451.73,Month-to-month,Electronic check,DSL,0,114.8,1,1,0.0,North,14.0,60.99,0,1
CUST-000099,65,43.41,2576.06,Two year,Bank transfer (automatic),DSL,0,501.3,0,0,0.0,South,18.0,32.1,0,0
CUST-000100,1,46.7,66.04,One year,Mailed check,DSL,0,114.4,0,0,0.0,West,0.0,15.64,0,1
CUST-000101,1,78.84,68.76,Month-to-month,Credit card (automatic),Fiber optic,3,639.4,1,0,0.0,North,6.0,25.26,0,1
CUST-000102,4,32.37,98.47,Month-to-month,Credit card (automatic),No internet service,0,10.0,0,0,1.0,East,34.0,63.98,0,1
CUST-000103,53,50.73,2478.83,Month-to-month,Mailed check,DSL,0,106.0,0,0,1.0,South,22.0,55.35,0,0
CUST-000104,68,67.73,4508.37,Two year,Electronic check,Fiber optic,1,651.3,0,0,0.0,South,0.0,27.7,0,0
CUST-000105,62,15.08,860.18,One year,Electronic check,No internet service,0,17.0,0,0,0.0,South,52.0,92.26,0,0
CUST-000106,5,77.72,388.78,Month-to-month,Mailed check,Fiber optic,2,380.1,0,0,1.0,North,9.0,81.41,0,1
CUST-000107,39,84.33,3341.64,One year,Credit card (automatic),Fiber optic,2,645.6,1,0,0.0,North,8.0,69.15,0,0
CUST-000108,6,70.38,463.44,Month-to-month,Mailed check,Fiber optic,1,650.7,0,1,0.0,North,29.0,98.07,0,0
CUST-000109,9,78.94,701.29,Month-to-month,Mailed check,Fiber optic,2,440.3,0,0,0.0,East,0.0,42.88,0,1
CUST-000110,10,74.84,677.83,Month-to-month,Bank transfer (automatic),DSL,4,215.9,1,1,2.0,East,0.0,58.91,0,1
CUST-000111,21,49.25,1084.92,Month-to-month,Electronic check,DSL,0,130.3,0,0,0.0,North,32.0,12.37,0,1
CUST-000112,54,36.02,2051.86,Two year,Credit card (automatic),No internet service,0,8.8,0,1,1.0,North,41.0,90.78,0,0
CUST-000113,26,59.75,1657.03,Two year,Bank transfer (automatic),DSL,0,200.5,1,1,0.0,West,,15.83,0,0
CUST-000114,27,85.27,2408.36,Month-to-month,Electronic check,Fiber optic,1,257.4,1,0,1.0,East,21.0,97.64,0,1
CUST-000115,65,67.79,3942.51,Two year,Electronic check,Fiber optic,0,358.8,0,0,0.0,West,24.0,51.95,0,0
CUST-000116,53,50.51,2557.62,One year,Bank transfer (automatic),DSL,0,268.7,0,0,1.0,North,28.0,46.12,0,0
CUST-000117,47,49.51,2291.85,Two year,Credit card (automatic),DSL,0,157.4,0,0,1.0,East,4.0,33.75,0,0
CUST-000118,28,15.0,456.72,Month-to-month,Electronic check,No internet service,0,9.0,0,0,0.0,East,35.0,36.67,0,0
CUST-000119,12,72.38,961.99,Month-to-month,Mailed check,Fiber optic,3,945.4,1,0,0.0,North,8.0,2.79,1,1
CUST-000120,15,69.94,1127.68,Two year,Credit card (automatic),Fiber optic,1,292.1,0,1,0.0,East,7.0,97.86,0,0
CUST-000121,1,79.57,,One year,Mailed check,Fiber optic,1,304.3,1,0,0.0,West,17.0,37.29,0,0
CUST-000122,46,80.78,3853.24,Month-to-month,Mailed check,Fiber optic,1,459.1,0,0,0.0,South,8.0,82.46,0,1
CUST-000123,16,60.82,927.22,One year,Mailed check,DSL,1,230.2,0,0,0.0,North,18.0,47.15,0,0
CUST-000124,8,64.13,525.82,Month-to-month,Bank transfer (automatic),DSL,0,372.8,1,0,1.0,North,5.0,69.53,0,0
CUST-000125,13,71.91,941.69,Month-to-month,Mailed check,Fiber optic,3,808.0,1,1,,West,0.0,71.38,0,1
CUST-000126,1,44.69,68.62,One year,Bank transfer (automatic),DSL,0,195.5,0,0,0.0,South,13.0,18.77,0,0
CUST-000127,36,81.32,2859.3,One year,Electronic check,Fiber optic,1,424.7,0,0,0.0,East,4.0,24.83,0,0
CUST-000128,12,83.97,1073.16,One year,Bank transfer (automatic),Fiber optic,1,218.4,0,0,1.0,South,6.0,91.43,0,1
CUST-000129,42,37.25,1601.22,Month-to-month,Electronic check,No internet service,0,5.4,0,0,2.0,South,32.0,62.62,0,0
CUST-000130,1,49.13,20.56,One year,Credit card (automatic),DSL,0,158.1,0,0,0.0,East,31.0,48.41,0,1
CUST-000131,32,57.44,1722.68,One year,Electronic check,DSL,0,308.1,1,0,0.0,East,24.0,63.55,0,1
CUST-000132,44,75.24,3090.7,Month-to-month,Mailed check,DSL,0,169.0,1,0,3.0,North,26.0,16.32,0,0
CUST-000133,1,64.67,35.42,Month-to-month,Credit card (automatic),DSL,0,120.4,1,0,0.0,South,7.0,5.9,0,1
CUST-000134,9,73.72,614.06,Month-to-month,Electronic check,Fiber optic,4,481.6,1,0,0.0,East,7.0,46.0,1,1
CUST-000135,2,52.86,,One year,Credit card (automatic),DSL,0,91.5,0,0,0.0,North,6.0,80.2,0,0
CUST-000136,44,59.71,2723.99,Month-to-month,Credit card (automatic),DSL,0,163.8,1,0,1.0,South,6.0,53.5,1,0
CUST-000137,21,59.27,1206.98,Two year,Credit card (automatic),DSL,0,111.1,0,0,0.0,East,1.0,11.08,1,0
CUST-000138,13,86.26,1204.73,One year,Electronic check,Fiber optic,3,448.0,1,1,0.0,South,9.0,4.71,0,1
CUST-000139,44,47.19,2175.22,Two year,Bank transfer (automatic),DSL,0,183.9,0,0,0.0,East,3.0,47.27,0,0
CUST-000140,14,79.07,1184.23,Month-to-month,Electronic check,DSL,0,225.7,1,0,0.0,East,3.0,78.65,0,0
CUST-000141,60,74.12,4748.39,Two year,Mailed check,Fiber optic,1,302.1,1,0,0.0,North,28.0,45.2,0,0
CUST-000142,6,79.63,523.78,Month-to-month,Electronic check,Fiber optic,1,362.1,1,0,1.0,South,11.0,87.06,0,1
CUST-000143,9,48.87,429.43,One year,Bank transfer (automatic),DSL,0,,0,0,1.0,South,21.0,26.88,0,0
CUST-000144,14,65.19,948.28,Month-to-month,Mailed check,Fiber optic,4,253.4,0,0,0.0,South,15.0,42.87,0,0
CUST-000145,6,66.73,398.79,Month-to-month,Credit card (automatic),Fiber optic,0,620.5,0,0,,South,22.0,3.9,0,1
CUST-000146,18,47.56,872.89,One year,Electronic check,DSL,0,306.8,0,0,3.0,South,21.0,86.04,1,1
CUST-000147,14,91.67,1210.12,Two year,Electronic check,Fiber optic,0,512.7,1,0,0.0,West,7.0,73.21,0,0
CUST-000148,58,55.03,3276.47,Two year,Electronic check,DSL,1,332.4,1,1,1.0,West,0.0,93.28,0,0
CUST-000149,36,70.64,2551.71,Month-to-month,Electronic check,Fiber optic,1,344.7,0,0,2.0,South,10.0,55.76,0,0
CUST-000150,60,79.13,5155.67,Two year,Credit card (automatic),Fiber optic,0,471.7,1,0,0.0,South,2.0,36.29,0,0
CUST-000151,13,91.48,949.68,Month-to-month,Mailed check,Fiber optic,2,843.8,1,0,1.0,East,30.0,44.08,0,1
CUST-000152,20,63.14,1336.39,Two year,Bank transfer (automatic),DSL,0,164.6,1,0,2.0,North,6.0,65.0,1,0
CUST-000153,4,15.0,64.3,Month-to-month,Electronic check,No internet service,2,13.8,0,0,0.0,North,34.0,93.54,0,0
CUST-000154,43,67.14,3003.15,Two year,Bank transfer (automatic),Fiber optic,0,192.2,0,0,0.0,North,22.0,87.8,1,0
CUST-000155,57,30.35,1798.45,Two year,Bank transfer (automatic),No internet service,0,9.6,0,0,1.0,South,30.0,81.82,1,0
CUST-000156,21,86.37,1865.44,Month-to-month,Electronic check,Fiber optic,2,384.1,0,0,3.0,South,14.0,97.8,0,1
CUST-000157,19,80.39,1684.29,Month-to-month,Electronic check,Fiber optic,2,421.2,1,0,0.0,South,9.0,79.17,0,1
CUST-000158,7,61.31,457.66,Month-to-month,Electronic check,DSL,2,132.3,0,0,1.0,South,3.0,79.01,0,1
CUST-000159,1,62.21,63.82,Two year,Mailed check,Fiber optic,1,592.3,0,0,0.0,North,24.0,45.55,0,0
CUST-000160,3,80.99,247.62,Month-to-month,Mailed check,Fiber optic,0,406.8,1,0,0.0,East,13.0,49.27,0,0
CUST-000161,8,94.13,800.18,One year,Electronic check,Fiber optic,0,435.5,1,0,1.0,South,14.0,97.76,0,1
CUST-000162,7,77.53,613.74,One year,Electronic check,DSL,0,319.0,1,0,3.0,North,20.0,24.98,0,0
CUST-000163,14,60.36,839.83,One year,Credit card (automatic),DSL,0,219.5,1,0,1.0,North,17.0,8.39,0,0
CUST-000164,54,76.69,4245.7,Month-to-month,Bank transfer (automatic),Fiber optic,2,226.0,1,0,0.0,West,81.0,31.09,0,1
CUST-000165,15,25.82,373.73,Month-to-month,Electronic check,No internet service,1,26.4,0,0,1.0,East,36.0,18.61,0,0
CUST-000166,8,64.89,566.69,Month-to-month,Electronic check,Fiber optic,0,479.9,0,0,0.0,South,20.0,21.21,0,1
CUST-000167,70,73.41,5291.14,Two year,Bank transfer (automatic),Fiber optic,3,370.2,0,0,1.0,East,20.0,88.26,0,1
CUST-000168,7,84.88,615.32,One year,Credit card (automatic),Fiber optic,0,558.8,1,1,1.0,North,34.0,80.77,0,0
CUST-000169,17,78.24,1358.7,One year,Mailed check,Fiber optic,1,378.7,0,0,0.0,East,10.0,84.87,0,0
CUST-000170,15,19.58,300.8,Month-to-month,Electronic check,No internet service,1,12.5,0,0,0.0,South,29.0,12.04,1,0
CUST-000171,39,81.1,3071.85,One year,Credit card (automatic),Fiber optic,1,576.6,1,0,0.0,South,8.0,42.19,0,0
CUST-000172,63,15.0,933.33,One year,Credit card (automatic),No internet service,0,14.7,0,0,0.0,North,50.0,18.38,0,0
CUST-000173,44,85.2,3827.95,One year,Electronic check,Fiber optic,0,793.8,1,0,1.0,South,9.0,72.25,0,0
CUST-000174,2,73.68,159.72,Month-to-month,Mailed check,Fiber optic,3,409.7,1,0,0.0,West,3.0,77.85,0,1
CUST-000175,16,68.36,1027.66,Month-to-month,Electronic check,Fiber optic,0,492.3,0,0,1.0,South,5.0,58.27,0,0
CUST-000176,9,49.98,454.77,One year,Mailed check,DSL,0,189.5,1,0,1.0,South,14.0,79.92,0,0
CUST-000177,59,47.18,2476.79,One year,Electronic check,DSL,1,75.8,0,0,0.0,East,13.0,62.34,0,0
CUST-000178,8,61.63,507.89,Month-to-month,Mailed check,Fiber optic,1,242.9,0,0,1.0,West,4.0,22.21,0,0
CUST-000179,3,82.0,232.52,Month-to-month,Electronic check,Fiber optic,2,261.7,0,1,1.0,South,4.0,27.27,0,1
CUST-000180,11,21.76,308.87,Two year,Bank transfer (automatic),No internet service,0,9.6,0,0,1.0,East,,40.41,0,0
CUST-000181,5,75.05,357.5,One year,Credit card (automatic),Fiber optic,0,420.2,1,0,1.0,West,2.0,81.61,0,0
CUST-000182,14,28.64,395.0,Month-to-month,Credit card (automatic),No internet service,0,13.8,0,0,0.0,East,33.0,97.09,1,1
CUST-000183,50,50.71,2476.62,Two year,Bank transfer (automatic),DSL,0,100.6,0,0,0.0,East,12.0,54.94,0,0
CUST-000184,13,92.77,1234.38,One year,Mailed check,Fiber optic,1,555.4,1,1,1.0,East,49.0,39.47,0,0
CUST-000185,1,59.72,69.32,Month-to-month,Credit card (automatic),DSL,0,177.5,0,0,2.0,South,4.0,11.7,0,1
CUST-000186,16,19.28,343.49,One year,Bank transfer (automatic),No internet service,0,11.3,0,0,1.0,West,57.0,41.92,0,0
CUST-000187,22,65.52,1628.17,Two year,Bank transfer (automatic),DSL,0,291.7,1,0,2.0,North,6.0,47.31,0,0
CUST-000188,55,81.03,4935.89,Two year,Mailed check,Fiber optic,1,311.3,1,0,1.0,East,5.0,74.32,0,0
CUST-000189,32,38.94,1232.59,Month-to-month,Mailed check,No internet service,0,18.1,0,1,0.0,North,34.0,94.65,1,0
CUST-000190,53,52.03,2677.69,One year,Electronic check,DSL,0,194.2,0,0,1.0,West,13.0,88.27,0,0
CUST-000191,44,88.83,4011.34,One year,Credit card (automatic),Fiber optic,0,603.8,0,0,3.0,South,,77.02,0,0
CUST-000192,3,84.55,271.81,One year,Bank transfer (automatic),Fiber optic,0,450.8,1,0,2.0,East,19.0,56.87,0,0
CUST-000193,25,58.16,1259.6,Month-to-month,Electronic check,DSL,0,106.8,1,0,1.0,South,19.0,44.22,0,0
CUST-000194,13,75.7,1039.84,Month-to-month,Bank transfer (automatic),DSL,1,88.8,1,0,1.0,South,,29.96,0,1
CUST-000195,70,102.16,7430.34,One year,Electronic check,Fiber optic,1,419.2,1,0,2.0,South,26.0,57.0,0,0
CUST-000196,13,67.95,834.56,One year,Bank transfer (automatic),,0,182.3,1,0,1.0,East,10.0,25.5,0,0
CUST-000197,13,70.53,837.22,One year,Electronic check,Fiber optic,2,232.3,0,1,1.0,South,13.0,72.92,0,1
CUST-000198,24,65.47,1431.6,Month-to-month,Electronic check,DSL,1,250.8,1,1,1.0,South,10.0,84.51,0,1
CUST-000199,54,69.66,4052.06,Month-to-month,Credit card (automatic),Fiber optic,3,438.3,0,0,0.0,North,12.0,8.58,0,0
CUST-000200,64,45.34,3179.41,One year,Electronic check,DSL,0,162.4,0,0,0.0,West,8.0,45.08,0,0
CUST-000201,5,56.42,269.19,One year,Mailed check,DSL,1,180.5,1,1,1.0,West,13.0,81.18,0,1
CUST-000202,2,53.11,,Two year,Bank transfer (automatic),DSL,0,160.9,0,0,2.0,North,5.0,56.37,0,0
CUST-000203,13,19.04,189.03,One year,Mailed check,No internet service,1,,0,1,0.0,North,28.0,39.88,1,1
CUST-000204,3,24.13,80.26,One year,Mailed check,No internet service,0,,0,0,0.0,South,31.0,3.02,0,0
CUST-000205,6,54.44,295.53,Month-to-month,Bank transfer (automatic),DSL,0,125.2,0,0,0.0,North,19.0,97.07,0,1
CUST-000206,5,55.71,251.35,Month-to-month,Electronic check,Fiber optic,1,357.0,0,0,0.0,West,21.0,56.84,0,0
CUST-000207,7,21.88,183.48,Month-to-month,Electronic check,No internet service,0,12.3,0,0,0.0,East,23.0,9.08,0,0
CUST-000208,15,44.38,609.4,Month-to-month,Mailed check,DSL,0,132.6,0,0,0.0,West,1.0,2.87,0,1
CUST-000209,66,56.37,3764.78,One year,Credit card (automatic),DSL,0,249.4,0,0,2.0,East,23.0,73.04,0,0
CUST-000210,45,93.07,4158.72,Two year,Credit card (automatic),Fiber optic,0,220.1,1,0,0.0,South,14.0,70.54,0,0
CUST-000211,6,66.9,419.83,Month-to-month,Bank transfer (automatic),Fiber optic,0,,0,1,0.0,South,,98.44,0,1
CUST-000212,3,77.94,203.55,Two year,Bank transfer (automatic),Fiber optic,1,706.6,0,1,0.0,South,0.0,16.19,0,0
CUST-000213,9,47.24,449.48,One year,Mailed check,DSL,1,213.5,0,0,0.0,South,18.0,59.0,0,1
CUST-000214,4,15.0,37.11,Two year,Mailed check,No internet service,0,17.3,0,0,1.0,North,39.0,88.55,0,0
CUST-000215,13,34.78,403.61,Month-to-month,Bank transfer (automatic),No internet service,1,21.0,0,0,0.0,West,29.0,81.08,0,0
CUST-000216,10,57.95,608.4,One year,Bank transfer (automatic),DSL,0,115.8,1,1,0.0,South,0.0,32.83,0,0
CUST-000217,53,73.24,3866.9,Month-to-month,Bank transfer (automatic),Fiber optic,0,549.7,0,0,0.0,West,34.0,56.37,0,0
